objectid,filename,thumb,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,rightsstatement,publisher,datacontributor,genre,relation
2008,https://elizajames.github.io/WLCB_draft/objects/4c613c8ade669221b41383591f91d682.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/4c613c8ade669221b41383591f91d682_th.jpg,,,"Lady in Society, The",Selene (Hester Crawford Dorsey),1890-01-05,From: p. 5,,,,,,VL808,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore American,Jean Lee Cole,Essay,
1864,https://elizajames.github.io/WLCB_draft/objects/4b8f63aadce29944eab37669fe2b4f30.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/4b8f63aadce29944eab37669fe2b4f30_th.jpg,,,"Peculiar Choice of Persis, The","Smith, Harriet Lummis",1909-06-17,,,,,,American Periodicals Series,VL671,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,New York Observer and Chronicle,Jean Lee Cole,Fiction,
927,https://elizajames.github.io/WLCB_draft/objects/4b7e606deb3146f1efb1c684212611ac.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/4b7e606deb3146f1efb1c684212611ac_th.jpg,,,"Rainy Day, The","Cloud, Virginia Woodward ",1921-01-13,,,,,,American Periodical Series,VL591,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Youth's Companion,JLC,Fiction,
839,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Talmud, The","Szold, Henrietta (translator)",,,,,,,Online Books Page,VL508,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,,Megan Hultberg,Translation,
851,https://elizajames.github.io/WLCB_draft/objects/4b1012a440fd50f9030b665856f8a47b.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/4b1012a440fd50f9030b665856f8a47b_th.jpg,,,Songs of the Chesapeake,"Thruston, Lucy Meacham",1905-03-14,,,,,,University of Maryland,VL515,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore: Hoen,Megan Hultberg,Poetry,
2194,https://elizajames.github.io/WLCB_draft/objects/4b0e8885a9193319c2a1f7a6a4bc14ef.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/4b0e8885a9193319c2a1f7a6a4bc14ef_th.jpg,,,Death of the Old Year,"Litchfield, Grace Denio",1886-12-30,"From: Grace Denio Litchfield Papers, MS 941 Box 1, scrapbooks",,,,,JHU Special Collections,VL864,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Independent,Jean Lee Cole,Poetry,
219,https://elizajames.github.io/WLCB_draft/objects/4af54526912fd00c08fba5b78d0d85e9.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/4af54526912fd00c08fba5b78d0d85e9_th.jpg,,,"Tenth Point of the Law, The","Duvall, Ellen",1915-03,"Full-text available at <a href=""https://books.google.com/books?id=0lI5AQAAMAAJ&amp;pg=RA2-PA14&amp;dq=tenth+point+of+law,+ellen+duvall&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwjvqb706ofZAhXQrVkKHV1hBDsQ6AEILjAB#v=onepage&amp;q=tenth%20point%20of%20law%2C%20ellen%20duvall&amp;f=false"">https://books.google.com/books?id=0lI5AQAAMAAJ&amp;pg=RA2-PA14&amp;dq=tenth+point+of+law,+ellen+duvall&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwjvqb706ofZAhXQrVkKHV1hBDsQ6AEILjAB#v=onepage&amp;q=tenth%20point%20of%20law%2C%20ellen%20duvall&amp;f=false</a><a href=""https://books.google.com/books/content?id=0lI5AQAAMAAJ&amp;pg=RA2-PA14&amp;img=1&amp;zoom=3&amp;hl=en&amp;sig=ACfU3U1yvMzSAPAZHlFoiuiIUP8OmOpkYQ&amp;ci=3%2C3%2C985%2C1406&amp;edge=0""><br /></a> From: ",,,,,Google Books,VL67,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"Woman's Home Companion, Mar. 1915: 14-15.",Katie Kazmierski,Fiction,
254,https://elizajames.github.io/WLCB_draft/objects/4af23274413c8db735a7acab009f58a1.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/4af23274413c8db735a7acab009f58a1_th.jpg,,,"Modern Need of the Ideal, The",Mrs Lawrence Turnbull,1896,"Full-text available at <https://archive.org/details/modernneedofidea00turniala/page/n4</a> From: Address delivered at the 7th Annual Salon of the WLCB, June 2, 1896",,,,,,VL102,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,H. Williams Company,Jill Fury,Essay,
824,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Mirline,"Tyson, Florence MacIntyre",1906-02,,,,,,Fiction Mags Index,VL494,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Short Stories,Jill Fury,Translation,
220,https://elizajames.github.io/WLCB_draft/objects/499acb12d0bd22e51bb282e1453a7d96.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/499acb12d0bd22e51bb282e1453a7d96_th.jpg,,,Bermuda Past and Present,Adaline E. Vanderpoel,1902-11-28,"Full-text available at <a href=""https://archive.org/details/bermudapastprese00vand"">https://archive.org/details/bermudapastprese00vand</a> From: ",,,,,WorldCat,VL68,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Privately Printed in New York,Clara Love,Non-fiction,
328,https://elizajames.github.io/WLCB_draft/objects/48f4df4e1310c21d0f845dcfe8af9b62.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/48f4df4e1310c21d0f845dcfe8af9b62_th.jpg,,,Ned,Margaret Sutton Briscoe,1891-02,"Full-text available at <a href=""https://quod.lib.umich.edu/m/moajrnl/ahj1472.2-17.098/158"">https://quod.lib.umich.edu/m/moajrnl/ahj1472.2-17.098/158</a> From: ",,,,,WorldCat,VL169,Text,image/gif,http://rightsstatements.org/vocab/NoC-US/1.0/,Overland monthly and Out West magazine,Monica Malouf,Fiction,
2213,https://elizajames.github.io/WLCB_draft/objects/48c72c9a245c3482a7bbec1ae8f62697.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/48c72c9a245c3482a7bbec1ae8f62697_th.jpg,,,"Lost Rose, The","Litchfield, Grace Denio",1881-01-21,"From: Grace Denio Litchfield Papers, MS 941, Box 1, scrapbook",,,,,JHU Special Collections,VL885,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Post,Katie Shiber,Poetry,
15510,https://elizajames.github.io/WLCB_draft/objects/484835aefd4620d87bfc32712fd194e3.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/484835aefd4620d87bfc32712fd194e3_th.jpg,,,St. Patrick,"Latimer, Elizabeth Wormeley",1888-03-17,,,,,,Hathitrust,VL1126,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Weekly,Jean Lee Cole,Poetry,
477,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Antilogism -- An Emendation, The ","Ladd-Franklin, Christine",1913,,,,,,JSTOR,VL317,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"Journal of Philosophy, Psychology and Scientific Methods",Sydney Johnson,Article,
2237,https://elizajames.github.io/WLCB_draft/objects/475b06d8d644fe431c805cc1040078cd.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/475b06d8d644fe431c805cc1040078cd_th.jpg,,,Demand the Right to Vote,"Lantz, Emily Emerson",1906-01-07,,,,,,Baltimore Sun,VL908,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,,Cynthia Requardt,Journalism,
236,https://elizajames.github.io/WLCB_draft/objects/4719b184b4f5bede3d1c3f9081862944.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/4719b184b4f5bede3d1c3f9081862944_th.jpg,,,"Shadow of John Wallace, The",Louise Clarkson Whitelock,,"Full-text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433076046535;view=1up;seq=1"">https://babel.hathitrust.org/cgi/pt?id=nyp.33433076046535;view=1up;seq=1</a> From: ",,,,,UPenn Online Books,VL84,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,"White, Stokes, & Allen",Clara Love,Fiction,
2173,https://elizajames.github.io/WLCB_draft/objects/469c1f7081acdecf48f30ce755ca545a.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/469c1f7081acdecf48f30ce755ca545a_th.jpg,,,Song of the Sunrise,"Litchfield, Grace Denio",1905-02-23,"From: 23 Feb 1905, Vol. 58, p417-417, 1p",,,,,Reader's Guide,VL844,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Independent,Ellen Roussel,Poetry,
1868,https://elizajames.github.io/WLCB_draft/objects/4499e237a4badfbae796e7d8b416f7af.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/4499e237a4badfbae796e7d8b416f7af_th.jpg,,,Boys and Girls,"Smith, Harriet Lummis",1910-01-19,,,,,,American Periodicals Series,VL675,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Zion's Herald,Jean Lee Cole,Fiction,
2227,https://elizajames.github.io/WLCB_draft/objects/44672f28e40ff7c528f42a3f3d74d509.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/44672f28e40ff7c528f42a3f3d74d509_th.jpg,,,Swinging,"Litchfield, Grace Denio",1890-06,"From: Grace Denio Litchfield Papers, MS 941, Box 1, scrapbook",,,,,JHU Special Collections,VL899,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,St. Nicholas,Katie Shiber,Poetry,
1983,https://elizajames.github.io/WLCB_draft/objects/441c0d60637a51abfc888cd85826254e.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/441c0d60637a51abfc888cd85826254e_th.jpg,,,"Youthful Diplomat, The","Wink, Josh (Louise Malloy)",1906-06-09,From: p. 8,,,,,America's Historical Newspapers,VL786,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore American,Kate Kutch,Poetry,
957,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Witness of War, A","Cloud, Virginia Woodward ",1898-05; 1908-06,,,,,,Fictionmags,VL621,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"Black Cat, People's Home Journal",Tara Brooky,Fiction,
232,https://elizajames.github.io/WLCB_draft/objects/436b3878e5ec329f537e00506093f79c.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/436b3878e5ec329f537e00506093f79c_th.jpg,,,"Widow, Indeed!, A",Mary Spear Tiernan,1887-04,,,,,,American Periodicals Series; ProQuest,VL80,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Godey's Lady Book,Marina Fazio,Fiction,
340,https://elizajames.github.io/WLCB_draft/objects/434295cf7385cb1f28c8f6f309287679.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/434295cf7385cb1f28c8f6f309287679_th.jpg,,,"Open Question, An","Briscoe, Margaret Sutton ",1892-03-16,,,,,,Reader's Guide,VL181,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harpers Weekly,Monica Malouf,Fiction,
262,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Letters Commenting Upon Federation Exhibitions,"Several authors, including Florence McIntyre",,,,,,,JSTOR,VL110,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,The American Magazine of Art,Jill Fury,Essay or Newspaper Journalism,
246,https://elizajames.github.io/WLCB_draft/objects/42ad334df31724b078f6d4fdaf6d0c81.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/42ad334df31724b078f6d4fdaf6d0c81_th.jpg,,,My Journal in Foreign Lands,Florence Trail,1884,"Full-text available at <a href=""https://hdl.handle.net/2027/loc.ark:/13960/t6349b225"">https://hdl.handle.net/2027/loc.ark:/13960/t6349b225</a> From: ",,,,,HathiTrust,VL94,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore: W.L. Stork & Co.,Marina Fazio,Memoir,
2550,https://elizajames.github.io/WLCB_draft/objects/426350fcf4edcf79a7b278e98f8eb9dc.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/426350fcf4edcf79a7b278e98f8eb9dc_th.jpg,,,Blue China Old and New,"Dorsey, Marian V. (Mary Dorsey)",1908-09,,,,,,ProQuest American Periodicals,VL931,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Bazaar Sept. 1908,Marina Fazio,Article,
903,https://elizajames.github.io/WLCB_draft/objects/4122b92e09521f4f60658457a77847f8.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/4122b92e09521f4f60658457a77847f8_th.jpg,,,"Leaf from Life's Book, A","Cloud, Virginia Woodward ",1905-02,,,,,,Fictionmags/American Periodical Series,VL567,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Cosmopolitan,Tara Brooky,Fiction,
13497,https://elizajames.github.io/WLCB_draft/objects/4090e2796da4061bc5ef6463a8c9242b.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/4090e2796da4061bc5ef6463a8c9242b_th.jpg,,,Depths and Shallows,"Kinsolving, Sally Bruce",1921,https://archive.org/details/depthsandshallow00kinsiala/page/32 From:,,,,,,VL945,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,"Baltimore: Norman, Remington",Jean Lee Cole,,
497,https://elizajames.github.io/WLCB_draft/objects/4006d412cb70f15f6593ce62714173f4.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/4006d412cb70f15f6593ce62714173f4_th.jpg,,,Buttercup's Visit to Little Stay-at-home,Clarkson L.,1881,"Full-text availabe at <a href=""http://ufdc.ufl.edu/UF00049064/00001/1j"">http://ufdc.ufl.edu/UF00049064/00001/1j</a> From: ",,,,,onlinebooks.library.upenn.edu,VL337,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,E. P. Dutton & Company,Clara Love,Poetry,
447,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Candlelight,Virginia Woodward Cloud,1924,"Some text searchable at <a href=""https://books.google.com/books?id=5iBPAAAAYAAJ&amp;q=Virginia+Woodward+Cloud&amp;dq=Virginia+Woodward+Cloud&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwjU9e-ulJLZAhUFSa0KHc9zAOIQ6AEIKTAA"" target=""_blank"" rel=""noreferrer"">https://books.google.com/books?id=5iBPAAAAYAAJ&amp;q=Virginia+Woodward+Cloud&amp;dq=Virginia+Woodward+Cloud&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwjU9e-ulJLZAhUFSa0KHc9zAOIQ6AEIKTAA</a>",,,,,Google Books,VL287,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"Norman, Remington Company",Tara Brooky,,
953,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Willy-Wispy, The","Cloud, Virginia Woodward ",1902-04,,,,,,Fictionmags,VL617,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Pearson's,Tara Brooky,Poetry,
15505,https://elizajames.github.io/WLCB_draft/objects/3ea1a1bf1e1579b1b117ea3b0ae57426.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/3ea1a1bf1e1579b1b117ea3b0ae57426_th.jpg,,,"English Bride in Roumania, An","Latimer, Elizabeth Wormeley",1878-09,"Vol. 57, pp 333-344. Full text available at https://babel.hathitrust.org/cgi/pt?id=uc1.31175015021523;view=1up;seq=547",,,,,,VL1123,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Jean Lee Cole,Fiction,
321,https://elizajames.github.io/WLCB_draft/objects/3e73b111e9b06e2e7b841a708fb5febb.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/3e73b111e9b06e2e7b841a708fb5febb_th.jpg,,,"Jimty, and Others",Margaret Sutton Briscoe,1898,"Full-text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433076063860;view=1up;seq=1""><span>https://babel.hathitrust.org/cgi/pt?id=nyp.33433076063860;view=1up;seq=1</span></a> From: ",,,,,WorldCat,VL162,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,New York: Harper & Brothers,Monica Malouf,Fiction,
249,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Scholar's Italy, The",Florence Trail,1923,,,,,,WorldCat,VL97,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore: Williams & Wilkins Co.,Marina Fazio,Non-fiction,
772,https://elizajames.github.io/WLCB_draft/objects/3da7d591852bfe3fab1b7851ebe8552f.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/3da7d591852bfe3fab1b7851ebe8552f_th.jpg,,,"Common Lot, The","Reese, Lizette Woodworth",1913-05,https://babel.hathitrust.org/cgi/pt?id=msu.31293013862762;view=1up;seq=1039 From:,,,,,FictionMags Index,VL446,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Katie Shiber,Poetry,
1850,https://elizajames.github.io/WLCB_draft/objects/3d5d0067c299084a59c1900744bfe753.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3d5d0067c299084a59c1900744bfe753_th.jpg,,,Through the Fire,"Smith, Harriet Lummis",1909-05,,,,,,Fictionmags Index,VL657,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Munsey's,Jean Lee Cole,Fiction,
2007,https://elizajames.github.io/WLCB_draft/objects/3d490ad221c12fd2d18526f3e3cbcd9d.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3d490ad221c12fd2d18526f3e3cbcd9d_th.jpg,,,To Keep Men at Home,Selene (Hester Crawford Dorsey),1889-12-29,From: p. 3,,,,,,VL807,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore American,Jean Lee Cole,Essay,
132,https://elizajames.github.io/WLCB_draft/objects/3d1f0caa36b720bda2cdbe2b52d5b55d.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/3d1f0caa36b720bda2cdbe2b52d5b55d_th.jpg,,,"Reed by the River, A",Virginia Woodward Cloud,1902,"Full text available at <a href=""https://archive.org/details/reedbyriverpoems00clouuoft"" target=""_blank"" rel=""noreferrer"">https://archive.org/details/reedbyriverpoems00clouuoft</a> From: ",,,,,University of Toronto (Internet Archive),VL2,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Gorham Press,,,
2188,https://elizajames.github.io/WLCB_draft/objects/3cee340630321c840f44fabc3505e7b2.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/3cee340630321c840f44fabc3505e7b2_th.jpg,,,Day-Dreams,"Litchfield, Grace Denio",1886-05-20,"From: Grace Denio Litchfield Papers, MS 941 Box 1, scrapbooks",,,,,JHU Special Collections,VL859,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Independent,Jean Lee Cole,Poetry,
1975,https://elizajames.github.io/WLCB_draft/objects/3c5d95b5d38bcd7a3919f6e2a4727af6.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3c5d95b5d38bcd7a3919f6e2a4727af6_th.jpg,,,At 11:59 P.M.,"Wink, Josh (Louise Malloy)",1903-05-10,From: p. 4,,,,,America's Historical Newspapers,VL778,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore American,Kate Kutch,Poetry,
671,https://elizajames.github.io/WLCB_draft/objects/3c4a599973f6a2ffd5f02b50065cfb37.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3c4a599973f6a2ffd5f02b50065cfb37_th.jpg,,,Mistress Brent's Bluff,Elizabeth Lester Mullin,1915-11-07,,,,,,Baltimore Sun,VL346,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,Cynthia Requardt,Fiction,
767,https://elizajames.github.io/WLCB_draft/objects/3c124132847a84caee262f15243cc6f9.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/3c124132847a84caee262f15243cc6f9_th.jpg,,,Seventy Times Seven,Reese Lizette Woodworth,1912-09,"Full text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=osu.32435051123594;view=1up;seq=358"" target=""_blank"" rel=""noreferrer"">https://babel.hathitrust.org/cgi/pt?id=osu.32435051123594;view=1up;seq=358</a> From: ",,,,,FictionMags Index,VL441,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,Lippincott’s,Katie Shiber,Fiction,
2003,https://elizajames.github.io/WLCB_draft/objects/3beba05778e598aa75dd7b9d636bc17f.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3beba05778e598aa75dd7b9d636bc17f_th.jpg,,,"Author of Metzerott, Shoemaker","Dorsey, Hester Crawford",1890-09,https://babel.hathitrust.org/cgi/pt?id=mdp.39015021269249;view=1up;seq=385 From:,,,,,,VL803,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Lippincott's,Jean Lee Cole,Review,
333,https://elizajames.github.io/WLCB_draft/objects/3bdef413cc293848f0d69e238520013e.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3bdef413cc293848f0d69e238520013e_th.jpg,,,"Quarter Loaf, The","Briscoe, Margaret Sutton ",1897-11,,,,,,Reader's Guide,VL174,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harpers Monthly,Monica Malouf,Fiction,"Published in Jimty, and Other Stories"
1937,https://elizajames.github.io/WLCB_draft/objects/3b4c58480272c316d25735e23d87185b.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3b4c58480272c316d25735e23d87185b_th.jpg,,,Mrs. Thomas B. Gresham's valuable collection of Confederate war relics,Lantz Emily Emerson,1920-03-07,,,,,,ProQuest,VL741,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Article,
1992,https://elizajames.github.io/WLCB_draft/objects/3b4a165b1ed588d21c4fb135dd2080cc.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3b4a165b1ed588d21c4fb135dd2080cc_th.jpg,,,Her Choice,"Wink, Josh (Louise Malloy)",1905-11-02,From: p. 8,,,,,America's Historical Newspapers,VL795,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore American,Kate Kutch,Poetry,
439,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Henry Esmond: A Drama in Four Acts,"Cautley, Lucy Randolph",1901,"<em>Dramatic Compositions Copyrighted in the United States 1870-1916</em> attributes this play to L. R. Cautley. See the index of this volume for plays copyrighted in other states. Also see Edgar Heyl, ""Plays by Marylanders"" (<em>Maryland Historical Magazine</em>, Winter 1967; https://archive.org/details/msa_sc_5881_1_248?q=Lucy+Randolph+Cautley) From: ",,,,,,VL279,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,,Tara Brooky,Drama,
2159,https://elizajames.github.io/WLCB_draft/objects/3a775e473fc63b672f730ab0449cdbfc.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3a775e473fc63b672f730ab0449cdbfc_th.jpg,,,"Price I Paid for a Set of Ruskin, The","Litchfield, Grace Denio",1884-10,http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=cent;g=moagrp;xc=1;q1=grace%20denio%20litchfield;rgn=full%20text;view=image;cc=cent;seq=0947;idno=cent0028-6;node=cent0028-6%3A17 From: 28.6 (Oct 1884),,,,,Making of America,VL830,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Ellen Roussel,,
1954,https://elizajames.github.io/WLCB_draft/objects/3a44532a91d9d5b658b88b25e6e22fe4.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3a44532a91d9d5b658b88b25e6e22fe4_th.jpg,,,Mother of women's clubs in maryland finds rest after an eventful life,Lantz Emily Emerson,1920-10-24,,,,,,ProQuest,VL758,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
2014,https://elizajames.github.io/WLCB_draft/objects/3a2b1346165537745ef8fee61e2e9e50.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3a2b1346165537745ef8fee61e2e9e50_th.jpg,,,"Peace Delegate, The","Wink, Josh (Louise Malloy)",1907-04-19,From: p. 8,,,,,America's Historical Newspapers,VL814,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore American,Jean Lee Cole,Poetry,
1948,https://elizajames.github.io/WLCB_draft/objects/3a24242fd89b9111590908c8b1dfe5cd.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/3a24242fd89b9111590908c8b1dfe5cd_th.jpg,,,Western High School girls make every year thousands of garments,Lantz Emily Emerson,1920-06-13,,,,,,ProQuest,VL752,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
434,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,In Praise of Common Things Revisited,"Reese, Lizette Woodworth",1992,,,,,,,VL275,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,Greenwood Press,Katie Elizabeth Shiber,Poetry,
1985,https://elizajames.github.io/WLCB_draft/objects/393a1a8bbacda321a46a200daf9486f2.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/393a1a8bbacda321a46a200daf9486f2_th.jpg,,,"Smile Feminine, A","Wink, Josh (Louise Malloy)",1908-06-24,From: p. 6,,,,,America's Historical Newspapers,VL788,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore American,Kate Kutch,Poetry,
314,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Promised Land,"Szold, H.",1914-08-13,,,,,,Google Books,VL155,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Nation,Megan Hultberg,Article,
746,https://elizajames.github.io/WLCB_draft/objects/392ef6a6c998580ebc69246852bf1ec5.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/392ef6a6c998580ebc69246852bf1ec5_th.jpg,,,"Jonquil and the Rose, The","Reese, Lizette Woodworth",1896-05,https://babel.hathitrust.org/cgi/pt?id=mdp.39015012341619;view=1up;seq=225 From:,,,,,FictionMags Index,VL421,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Ladies' Home Journal,Katie Shiber,Poetry,
